Data Figure 1.9: Series on share of education, health, public services in labour hours 1800-2100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Planet Paper: Chanceletal2026Appendix_MacroScenarios.xlsx Sheet E2a;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI
1988;9%;17%;21%;13%;18%;5%;20%;6%;5%;19%;26%;14%;22%;19%;14%;24%;30%;28%;16%;15%;21%;20%;19%;14%;12%;20%;13%;15%;4%;14%;14%;18%;26%;19%;17%;10%;30%;10%;23%;10%;4%;2%;5%;4%;2%;3%;0%;9%;8%;5%;20%;21%;5%;12%;8%;10%;9%;3%;5%;8%;3%;9%;8%;5%;3%;10%
1989;9%;17%;21%;13%;18%;5%;20%;6%;5%;19%;27%;15%;22%;18%;15%;24%;30%;28%;16%;15%;22%;20%;19%;14%;12%;20%;13%;15%;4%;14%;14%;18%;26%;19%;17%;10%;30%;10%;23%;10%;4%;2%;5%;4%;2%;3%;0%;10%;8%;5%;19%;21%;5%;12%;9%;10%;9%;3%;5%;7%;3%;9%;8%;5%;3%;9%
1990;9%;18%;22%;13%;18%;5%;20%;6%;5%;19%;26%;15%;22%;18%;14%;23%;30%;28%;16%;16%;22%;20%;19%;14%;11%;20%;13%;15%;4%;14%;14%;18%;26%;19%;17%;10%;30%;10%;23%;9%;4%;2%;5%;4%;2%;3%;0%;10%;8%;5%;19%;21%;5%;12%;9%;10%;9%;3%;5%;7%;3%;9%;8%;5%;3%;9%
1991;9%;18%;22%;13%;18%;5%;20%;6%;5%;19%;26%;16%;23%;19%;14%;23%;30%;29%;16%;16%;23%;20%;19%;15%;11%;21%;13%;15%;4%;14%;14%;18%;26%;19%;17%;10%;30%;10%;23%;9%;4%;2%;5%;4%;2%;3%;1%;10%;9%;5%;19%;21%;5%;12%;9%;9%;10%;4%;5%;7%;4%;9%;8%;5%;3%;9%
1992;9%;18%;23%;13%;18%;5%;20%;6%;5%;19%;26%;17%;23%;20%;15%;23%;30%;29%;17%;16%;24%;20%;20%;15%;11%;20%;13%;15%;5%;14%;14%;18%;26%;19%;17%;10%;29%;10%;23%;9%;4%;2%;5%;4%;2%;3%;1%;10%;9%;5%;19%;21%;5%;12%;9%;9%;10%;4%;5%;8%;4%;9%;8%;5%;3%;9%
1993;9%;19%;23%;13%;18%;5%;19%;5%;6%;20%;27%;17%;24%;20%;15%;23%;30%;30%;17%;17%;24%;20%;19%;15%;11%;20%;13%;15%;4%;14%;13%;18%;26%;19%;17%;10%;29%;10%;23%;8%;4%;3%;5%;4%;2%;3%;1%;10%;9%;5%;20%;18%;4%;12%;9%;9%;10%;5%;5%;8%;4%;9%;8%;5%;3%;9%
1994;9%;19%;23%;13%;18%;5%;19%;6%;6%;20%;27%;17%;24%;20%;15%;22%;30%;30%;17%;17%;24%;20%;19%;14%;11%;20%;13%;15%;4%;14%;13%;17%;26%;19%;17%;10%;29%;10%;23%;8%;4%;3%;5%;4%;2%;3%;0%;10%;9%;5%;20%;18%;5%;13%;9%;9%;10%;5%;5%;8%;4%;9%;8%;6%;4%;9%
1995;9%;19%;23%;13%;18%;5%;19%;6%;6%;20%;27%;17%;25%;19%;15%;22%;30%;29%;17%;17%;23%;20%;19%;16%;11%;20%;13%;15%;4%;14%;13%;17%;26%;19%;17%;10%;29%;10%;23%;8%;4%;3%;6%;4%;2%;3%;1%;10%;9%;5%;20%;19%;5%;13%;9%;9%;10%;8%;5%;8%;5%;9%;8%;6%;4%;9%
1996;9%;19%;23%;13%;18%;5%;20%;6%;6%;21%;27%;17%;25%;20%;15%;21%;30%;29%;17%;17%;23%;20%;19%;16%;11%;20%;14%;15%;4%;13%;13%;17%;26%;19%;17%;10%;29%;10%;23%;8%;4%;3%;6%;5%;2%;3%;1%;10%;9%;5%;20%;19%;5%;13%;9%;10%;10%;9%;5%;8%;5%;9%;8%;6%;4%;9%
1997;9%;19%;22%;13%;18%;5%;20%;6%;6%;21%;27%;16%;25%;19%;15%;21%;30%;29%;17%;16%;23%;20%;19%;16%;11%;20%;14%;15%;5%;13%;13%;17%;26%;19%;17%;10%;29%;10%;23%;8%;4%;3%;6%;5%;2%;3%;1%;10%;10%;5%;20%;20%;5%;13%;9%;10%;10%;5%;5%;8%;5%;9%;9%;6%;4%;8%
1998;9%;19%;22%;13%;18%;5%;20%;6%;6%;21%;27%;16%;25%;19%;15%;21%;29%;29%;17%;16%;23%;20%;19%;17%;11%;20%;14%;15%;5%;13%;14%;17%;26%;19%;17%;10%;29%;10%;22%;8%;4%;3%;6%;5%;2%;3%;1%;10%;11%;5%;21%;20%;5%;14%;11%;10%;10%;4%;5%;8%;5%;9%;9%;7%;4%;8%
1999;9%;19%;22%;13%;18%;5%;20%;6%;6%;21%;27%;16%;24%;19%;15%;21%;30%;29%;17%;16%;23%;20%;18%;17%;11%;20%;14%;15%;5%;12%;14%;17%;26%;19%;17%;10%;29%;11%;23%;7%;4%;3%;6%;5%;2%;3%;2%;11%;11%;5%;21%;20%;5%;14%;11%;10%;10%;4%;5%;8%;5%;9%;9%;7%;4%;8%
2000;9%;19%;22%;13%;18%;5%;20%;6%;6%;21%;26%;16%;24%;19%;15%;21%;31%;28%;18%;16%;23%;20%;18%;16%;11%;20%;14%;16%;5%;12%;13%;18%;26%;19%;16%;9%;29%;10%;23%;7%;4%;4%;6%;5%;2%;3%;2%;11%;12%;5%;20%;21%;5%;15%;10%;10%;10%;6%;5%;6%;5%;9%;9%;7%;5%;8%
2001;9%;19%;23%;13%;18%;5%;20%;6%;6%;21%;26%;15%;24%;19%;15%;21%;31%;28%;18%;16%;24%;20%;19%;17%;11%;20%;14%;15%;5%;12%;13%;17%;26%;20%;16%;10%;30%;10%;23%;6%;4%;3%;6%;5%;2%;3%;2%;11%;12%;5%;20%;20%;5%;15%;10%;10%;11%;6%;5%;7%;5%;10%;8%;7%;5%;8%
2002;9%;19%;24%;13%;18%;5%;20%;6%;6%;21%;26%;15%;23%;20%;15%;22%;32%;29%;18%;17%;25%;20%;19%;17%;11%;22%;14%;15%;5%;12%;14%;16%;25%;20%;16%;10%;30%;11%;23%;6%;4%;3%;6%;5%;2%;4%;3%;11%;12%;5%;20%;20%;5%;16%;11%;11%;11%;4%;5%;6%;5%;10%;8%;7%;6%;9%
2003;10%;19%;24%;13%;18%;6%;20%;6%;6%;22%;27%;15%;24%;21%;14%;23%;33%;29%;18%;17%;25%;20%;19%;18%;11%;22%;14%;15%;5%;12%;14%;15%;25%;20%;16%;9%;29%;11%;23%;7%;4%;3%;6%;5%;2%;4%;3%;11%;14%;5%;20%;20%;5%;16%;12%;11%;11%;6%;5%;6%;5%;10%;8%;7%;6%;9%
2004;9%;19%;24%;13%;18%;6%;20%;6%;6%;22%;27%;15%;24%;21%;14%;23%;33%;30%;19%;17%;25%;20%;19%;18%;11%;20%;14%;15%;5%;12%;14%;15%;22%;20%;15%;8%;29%;11%;24%;7%;4%;3%;6%;5%;2%;4%;3%;12%;14%;6%;20%;20%;5%;17%;12%;11%;11%;3%;5%;6%;4%;10%;8%;7%;7%;9%
2005;10%;19%;24%;13%;18%;5%;20%;6%;6%;22%;27%;15%;24%;21%;14%;23%;33%;29%;19%;17%;25%;20%;19%;19%;10%;19%;14%;15%;5%;12%;14%;14%;23%;19%;15%;8%;29%;11%;23%;7%;4%;3%;6%;5%;2%;4%;3%;12%;8%;5%;20%;19%;5%;17%;12%;11%;11%;6%;5%;6%;4%;9%;9%;7%;8%;9%
2006;10%;19%;24%;13%;18%;5%;20%;6%;6%;22%;27%;15%;24%;21%;14%;23%;34%;29%;19%;17%;25%;20%;19%;19%;10%;19%;14%;15%;5%;12%;14%;14%;24%;19%;15%;9%;29%;11%;23%;6%;4%;3%;6%;5%;2%;4%;3%;12%;13%;5%;20%;19%;5%;18%;12%;11%;11%;5%;6%;6%;4%;9%;8%;7%;7%;9%
2007;10%;19%;24%;13%;18%;5%;20%;6%;6%;22%;27%;15%;24%;21%;14%;23%;34%;29%;19%;16%;25%;21%;18%;19%;10%;19%;14%;15%;4%;12%;14%;14%;25%;18%;15%;9%;29%;11%;23%;6%;4%;3%;6%;5%;2%;4%;3%;12%;13%;5%;20%;19%;5%;18%;13%;11%;11%;5%;6%;6%;4%;9%;9%;7%;8%;9%
2008;10%;19%;25%;13%;18%;5%;20%;7%;7%;21%;27%;15%;24%;21%;14%;23%;33%;29%;19%;16%;26%;21%;20%;19%;11%;19%;14%;15%;4%;12%;14%;14%;26%;18%;15%;9%;29%;12%;22%;5%;4%;3%;6%;4%;3%;4%;3%;12%;14%;5%;20%;19%;5%;18%;13%;11%;11%;5%;6%;7%;4%;9%;9%;7%;8%;9%
2009;10%;20%;26%;13%;18%;6%;20%;7%;7%;22%;29%;17%;25%;22%;15%;24%;34%;30%;20%;17%;28%;22%;20%;19%;11%;21%;14%;15%;5%;13%;14%;13%;27%;19%;15%;9%;29%;12%;22%;5%;4%;3%;6%;4%;3%;5%;3%;12%;15%;6%;21%;19%;5%;18%;15%;12%;11%;4%;6%;7%;4%;7%;9%;7%;8%;9%
2010;10%;20%;27%;13%;18%;6%;20%;7%;7%;22%;30%;17%;25%;23%;14%;25%;35%;29%;20%;17%;28%;22%;20%;20%;11%;20%;14%;15%;4%;13%;15%;12%;28%;18%;15%;9%;29%;12%;22%;4%;4%;3%;6%;4%;3%;5%;4%;13%;15%;6%;21%;19%;5%;19%;15%;12%;11%;4%;6%;8%;4%;7%;9%;8%;8%;9%
2011;10%;20%;26%;13%;18%;6%;20%;7%;7%;22%;29%;18%;24%;23%;14%;24%;34%;29%;20%;17%;28%;22%;20%;21%;11%;20%;14%;15%;4%;12%;15%;11%;29%;19%;15%;9%;29%;12%;23%;4%;4%;3%;6%;4%;3%;6%;4%;13%;15%;6%;21%;19%;5%;19%;15%;12%;11%;5%;6%;9%;3%;7%;9%;8%;8%;9%
2012;10%;20%;26%;13%;18%;6%;20%;7%;7%;22%;29%;19%;24%;22%;14%;25%;34%;30%;21%;17%;28%;22%;20%;21%;11%;21%;14%;15%;4%;12%;15%;11%;29%;19%;14%;9%;29%;13%;23%;4%;4%;4%;7%;3%;5%;6%;5%;13%;16%;6%;20%;19%;5%;19%;15%;12%;11%;5%;6%;9%;3%;7%;9%;8%;7%;9%
2013;10%;21%;26%;14%;18%;6%;20%;7%;7%;22%;29%;19%;25%;22%;15%;25%;34%;30%;21%;17%;27%;21%;21%;21%;11%;22%;14%;16%;5%;12%;15%;10%;29%;19%;14%;9%;29%;13%;23%;4%;4%;4%;7%;3%;5%;6%;5%;13%;16%;6%;20%;19%;5%;19%;15%;12%;11%;5%;6%;9%;3%;7%;9%;8%;8%;10%
2014;10%;21%;26%;14%;18%;6%;20%;7%;7%;22%;29%;19%;25%;22%;15%;25%;33%;30%;21%;18%;27%;21%;21%;21%;11%;22%;15%;17%;5%;12%;15%;10%;28%;18%;14%;9%;30%;13%;23%;4%;4%;4%;7%;3%;5%;6%;6%;13%;16%;7%;20%;20%;6%;20%;16%;12%;11%;5%;7%;9%;3%;7%;9%;8%;8%;10%
2015;10%;21%;26%;14%;18%;6%;20%;7%;7%;23%;29%;19%;25%;22%;15%;24%;33%;30%;21%;18%;27%;22%;22%;21%;11%;22%;15%;17%;4%;12%;15%;9%;28%;19%;14%;9%;30%;14%;23%;4%;5%;4%;7%;3%;5%;6%;6%;13%;15%;7%;20%;20%;6%;20%;15%;12%;11%;6%;7%;9%;3%;7%;10%;8%;8%;10%
2016;10%;21%;26%;14%;18%;7%;19%;7%;7%;23%;28%;19%;25%;21%;15%;24%;34%;31%;21%;18%;27%;22%;22%;22%;11%;23%;16%;17%;4%;12%;15%;8%;28%;19%;14%;9%;28%;15%;23%;4%;5%;4%;7%;3%;5%;7%;7%;13%;15%;7%;19%;20%;6%;20%;16%;12%;12%;6%;7%;10%;3%;7%;10%;8%;8%;10%
2017;11%;20%;26%;14%;18%;7%;19%;7%;8%;23%;28%;18%;25%;21%;15%;23%;35%;31%;21%;18%;27%;22%;22%;21%;11%;23%;16%;17%;4%;12%;15%;8%;27%;18%;14%;9%;27%;15%;22%;4%;5%;4%;7%;4%;5%;7%;7%;12%;15%;7%;19%;20%;6%;20%;16%;12%;11%;6%;7%;10%;4%;7%;10%;9%;8%;10%
2018;11%;20%;26%;14%;18%;7%;19%;7%;8%;23%;28%;18%;24%;21%;15%;23%;34%;31%;21%;18%;27%;22%;22%;22%;12%;23%;16%;17%;4%;11%;15%;8%;27%;17%;14%;9%;27%;17%;22%;4%;5%;4%;7%;3%;6%;7%;7%;11%;15%;7%;19%;20%;6%;20%;16%;11%;12%;6%;7%;11%;4%;8%;10%;8%;8%;10%
2019;11%;20%;26%;14%;18%;7%;19%;7%;8%;23%;28%;18%;24%;21%;15%;23%;35%;30%;21%;18%;27%;22%;22%;21%;12%;23%;16%;18%;4%;11%;15%;9%;27%;15%;13%;9%;25%;18%;22%;4%;4%;4%;7%;4%;6%;7%;7%;11%;15%;7%;19%;20%;6%;20%;16%;11%;12%;6%;7%;10%;3%;8%;11%;8%;8%;10%
2020;11%;22%;27%;15%;19%;6%;19%;7%;8%;24%;29%;20%;25%;23%;16%;25%;35%;31%;22%;18%;28%;24%;24%;22%;12%;27%;18%;20%;5%;13%;15%;12%;28%;16%;13%;10%;27%;19%;23%;4%;4%;4%;7%;4%;6%;6%;6%;10%;15%;7%;19%;20%;6%;21%;17%;12%;12%;6%;7%;10%;4%;8%;11%;9%;8%;10%
2021;11%;21%;27%;14%;18%;6%;19%;7%;7%;24%;29%;20%;24%;23%;15%;25%;35%;31%;22%;18%;28%;24%;24%;22%;12%;24%;17%;19%;4%;12%;14%;10%;27%;16%;13%;9%;25%;18%;23%;4%;4%;4%;7%;4%;6%;6%;8%;9%;15%;7%;19%;19%;6%;21%;18%;12%;12%;6%;6%;10%;4%;8%;11%;9%;8%;10%
2022;10%;21%;26%;14%;18%;6%;19%;7%;7%;24%;28%;19%;23%;23%;15%;24%;34%;31%;21%;18%;27%;23%;24%;22%;12%;23%;17%;19%;5%;11%;14%;9%;27%;15%;11%;10%;30%;18%;23%;4%;4%;4%;7%;4%;6%;5%;7%;8%;16%;7%;18%;19%;6%;23%;18%;12%;12%;6%;6%;10%;4%;8%;11%;9%;7%;10%
2023;10%;21%;26%;14%;18%;6%;19%;7%;7%;24%;28%;19%;23%;23%;15%;24%;34%;30%;21%;19%;27%;23%;25%;22%;12%;23%;17%;20%;5%;11%;15%;10%;27%;15%;10%;9%;31%;19%;23%;4%;4%;4%;8%;4%;6%;5%;7%;9%;16%;7%;19%;20%;6%;23%;19%;12%;12%;6%;6%;10%;4%;8%;11%;9%;7%;10%
2024;10%;21%;26%;14%;18%;6%;19%;7%;7%;24%;28%;19%;24%;23%;15%;24%;34%;30%;21%;18%;27%;23%;24%;22%;12%;23%;17%;19%;5%;11%;15%;10%;27%;16%;11%;9%;31%;18%;23%;4%;4%;4%;7%;4%;6%;5%;7%;9%;16%;7%;19%;20%;6%;22%;18%;12%;12%;6%;6%;10%;4%;8%;11%;9%;7%;10%
2025;10%;21%;26%;14%;18%;6%;19%;7%;7%;23%;28%;18%;24%;23%;15%;24%;34%;30%;21%;18%;27%;23%;24%;21%;12%;23%;17%;19%;5%;11%;15%;10%;27%;16%;11%;9%;31%;18%;23%;4%;5%;4%;7%;4%;6%;5%;7%;9%;16%;7%;19%;20%;6%;22%;18%;12%;12%;6%;6%;10%;4%;8%;11%;9%;7%;10%
2026;11%;21%;26%;15%;19%;7%;20%;8%;8%;24%;28%;19%;24%;23%;15%;24%;34%;30%;21%;19%;27%;23%;24%;22%;12%;23%;17%;19%;5%;12%;15%;10%;28%;16%;11%;10%;31%;18%;23%;4%;5%;5%;8%;4%;7%;5%;8%;10%;16%;7%;19%;20%;6%;22%;18%;12%;12%;6%;6%;10%;5%;8%;11%;9%;8%;11%
2027;11%;21%;27%;15%;19%;7%;20%;8%;8%;24%;28%;19%;24%;24%;16%;24%;34%;30%;22%;19%;28%;23%;24%;22%;12%;23%;17%;20%;6%;12%;15%;11%;28%;17%;12%;10%;31%;18%;23%;5%;6%;5%;8%;5%;7%;6%;8%;10%;17%;8%;20%;20%;7%;22%;19%;13%;13%;7%;7%;11%;5%;9%;11%;10%;8%;11%
2028;12%;22%;27%;15%;20%;8%;20%;9%;8%;24%;29%;19%;25%;24%;16%;24%;34%;30%;22%;19%;28%;24%;24%;22%;13%;24%;18%;20%;6%;13%;16%;11%;28%;17%;12%;11%;31%;19%;24%;5%;6%;6%;9%;5%;8%;6%;9%;11%;17%;8%;20%;20%;7%;23%;19%;13%;13%;7%;7%;11%;6%;9%;12%;10%;8%;12%
2029;12%;22%;27%;16%;20%;8%;20%;9%;9%;24%;29%;20%;25%;24%;16%;25%;34%;31%;22%;20%;28%;24%;25%;22%;13%;24%;18%;20%;7%;13%;16%;11%;28%;17%;13%;11%;31%;19%;24%;6%;7%;6%;9%;6%;8%;7%;9%;11%;17%;9%;20%;21%;8%;23%;19%;13%;13%;8%;8%;12%;6%;10%;12%;11%;9%;12%
2030;12%;22%;27%;16%;20%;9%;21%;10%;9%;25%;29%;20%;25%;24%;17%;25%;35%;31%;22%;20%;28%;24%;25%;23%;14%;24%;18%;21%;7%;14%;16%;12%;28%;18%;13%;12%;32%;19%;24%;6%;7%;7%;10%;6%;9%;7%;10%;11%;18%;9%;21%;21%;8%;23%;20%;14%;14%;8%;8%;12%;7%;10%;13%;11%;9%;12%
2031;13%;23%;27%;16%;21%;9%;21%;10%;10%;25%;29%;20%;25%;25%;17%;25%;35%;31%;23%;20%;28%;25%;25%;23%;14%;24%;19%;21%;8%;14%;17%;12%;29%;18%;13%;12%;32%;20%;24%;7%;8%;7%;10%;7%;9%;8%;10%;12%;18%;9%;21%;21%;9%;24%;20%;14%;14%;9%;9%;13%;7%;11%;13%;11%;10%;13%
2032;13%;23%;28%;17%;21%;10%;21%;11%;10%;25%;29%;21%;26%;25%;17%;25%;35%;31%;23%;21%;29%;25%;25%;23%;14%;25%;19%;21%;8%;14%;17%;13%;29%;19%;14%;12%;32%;20%;25%;7%;8%;8%;11%;7%;10%;8%;10%;12%;18%;10%;21%;22%;9%;24%;20%;15%;15%;9%;9%;13%;8%;11%;14%;12%;10%;13%
2033;14%;23%;28%;17%;21%;10%;22%;11%;11%;25%;30%;21%;26%;25%;18%;26%;35%;31%;23%;21%;29%;25%;26%;24%;15%;25%;19%;22%;9%;15%;18%;13%;29%;19%;14%;13%;32%;20%;25%;8%;9%;8%;11%;8%;10%;9%;11%;13%;19%;10%;21%;22%;10%;24%;21%;15%;15%;10%;10%;13%;8%;12%;14%;12%;11%;14%
2034;14%;24%;28%;18%;22%;10%;22%;12%;11%;26%;30%;21%;26%;25%;18%;26%;35%;31%;24%;21%;29%;25%;26%;24%;15%;25%;20%;22%;9%;15%;18%;14%;29%;19%;15%;13%;32%;21%;25%;8%;9%;9%;12%;8%;10%;9%;11%;13%;19%;11%;22%;22%;10%;24%;21%;15%;15%;10%;10%;14%;9%;12%;14%;13%;11%;14%
2035;14%;24%;28%;18%;22%;11%;22%;12%;12%;26%;30%;22%;26%;26%;18%;26%;35%;32%;24%;22%;29%;26%;26%;24%;16%;26%;20%;22%;10%;16%;18%;14%;29%;20%;15%;14%;32%;21%;26%;9%;10%;9%;12%;9%;11%;10%;12%;14%;19%;11%;22%;23%;11%;25%;21%;16%;16%;11%;11%;14%;9%;13%;15%;13%;12%;15%
2036;15%;24%;28%;18%;22%;11%;23%;12%;12%;26%;30%;22%;27%;26%;19%;26%;35%;32%;24%;22%;29%;26%;26%;24%;16%;26%;20%;23%;10%;16%;19%;14%;30%;20%;16%;14%;33%;21%;26%;9%;10%;10%;13%;9%;11%;10%;12%;14%;20%;12%;22%;23%;11%;25%;22%;16%;16%;11%;11%;15%;10%;13%;15%;14%;12%;15%
2037;15%;24%;29%;19%;23%;12%;23%;13%;13%;26%;30%;22%;27%;26%;19%;27%;35%;32%;24%;22%;30%;26%;27%;25%;17%;26%;21%;23%;11%;16%;19%;15%;30%;20%;16%;15%;33%;22%;26%;10%;11%;10%;13%;10%;12%;11%;13%;15%;20%;12%;23%;23%;12%;25%;22%;17%;17%;12%;12%;15%;10%;14%;16%;14%;13%;15%
2038;16%;25%;29%;19%;23%;12%;23%;13%;13%;27%;31%;23%;27%;26%;20%;27%;35%;32%;25%;23%;30%;26%;27%;25%;17%;26%;21%;23%;11%;17%;19%;15%;30%;21%;16%;15%;33%;22%;26%;10%;11%;11%;14%;10%;12%;11%;13%;15%;20%;13%;23%;24%;12%;25%;22%;17%;17%;12%;12%;16%;11%;14%;16%;15%;13%;16%
2039;16%;25%;29%;20%;23%;13%;24%;14%;14%;27%;31%;23%;27%;27%;20%;27%;36%;32%;25%;23%;30%;27%;27%;25%;17%;27%;21%;23%;12%;17%;20%;16%;30%;21%;17%;16%;33%;22%;27%;11%;12%;11%;14%;11%;13%;12%;14%;15%;21%;13%;23%;24%;13%;26%;23%;17%;17%;13%;13%;16%;11%;14%;17%;15%;14%;16%
2040;17%;25%;29%;20%;24%;13%;24%;14%;14%;27%;31%;23%;28%;27%;20%;27%;36%;32%;25%;23%;30%;27%;27%;26%;18%;27%;22%;24%;12%;18%;20%;16%;30%;21%;17%;16%;33%;23%;27%;11%;12%;12%;14%;11%;13%;12%;14%;16%;21%;14%;24%;24%;13%;26%;23%;18%;18%;13%;13%;16%;12%;15%;17%;16%;14%;17%
2041;17%;26%;30%;20%;24%;14%;24%;15%;15%;28%;31%;24%;28%;27%;21%;28%;36%;33%;26%;24%;31%;27%;28%;26%;18%;27%;22%;24%;13%;18%;21%;17%;31%;22%;18%;16%;33%;23%;27%;12%;13%;12%;15%;12%;14%;13%;15%;16%;22%;14%;24%;24%;14%;26%;23%;18%;18%;14%;14%;17%;12%;15%;17%;16%;15%;17%
2042;17%;26%;30%;21%;24%;14%;25%;15%;15%;28%;31%;24%;28%;27%;21%;28%;36%;33%;26%;24%;31%;27%;28%;26%;19%;27%;22%;24%;13%;18%;21%;17%;31%;22%;18%;17%;33%;23%;27%;13%;13%;13%;15%;12%;14%;13%;15%;17%;22%;15%;24%;25%;14%;27%;24%;19%;19%;14%;14%;17%;13%;16%;18%;16%;15%;18%
2043;18%;26%;30%;21%;25%;15%;25%;16%;16%;28%;32%;24%;28%;28%;21%;28%;36%;33%;26%;24%;31%;28%;28%;26%;19%;28%;23%;25%;14%;19%;21%;18%;31%;22%;19%;17%;34%;24%;28%;13%;14%;13%;16%;13%;15%;14%;16%;17%;22%;15%;25%;25%;15%;27%;24%;19%;19%;15%;15%;18%;13%;16%;18%;17%;16%;18%
2044;18%;27%;30%;21%;25%;15%;25%;16%;16%;28%;32%;25%;29%;28%;22%;28%;36%;33%;26%;25%;31%;28%;28%;27%;19%;28%;23%;25%;14%;19%;22%;18%;31%;23%;19%;18%;34%;24%;28%;14%;14%;14%;16%;13%;15%;14%;16%;18%;23%;16%;25%;25%;15%;27%;24%;20%;20%;15%;15%;18%;14%;17%;19%;17%;16%;18%
2045;19%;27%;30%;22%;25%;16%;25%;17%;17%;29%;32%;25%;29%;28%;22%;29%;36%;33%;27%;25%;31%;28%;29%;27%;20%;28%;23%;25%;15%;20%;22%;18%;32%;23%;19%;18%;34%;24%;28%;14%;15%;14%;17%;14%;16%;15%;17%;18%;23%;16%;25%;26%;16%;27%;24%;20%;20%;16%;16%;19%;14%;17%;19%;18%;17%;19%
2046;19%;27%;31%;22%;26%;16%;26%;17%;17%;29%;32%;25%;29%;29%;23%;29%;36%;33%;27%;25%;32%;28%;29%;27%;20%;28%;24%;26%;15%;20%;22%;19%;32%;23%;20%;19%;34%;25%;28%;15%;15%;15%;17%;15%;16%;15%;17%;19%;23%;17%;26%;26%;16%;28%;25%;20%;20%;16%;16%;19%;15%;18%;20%;18%;17%;19%
2047;19%;27%;31%;23%;26%;17%;26%;18%;17%;29%;32%;25%;29%;29%;23%;29%;37%;34%;27%;25%;32%;29%;29%;28%;21%;29%;24%;26%;16%;21%;23%;19%;32%;24%;20%;19%;34%;25%;29%;15%;16%;15%;18%;15%;17%;16%;18%;19%;24%;17%;26%;26%;17%;28%;25%;21%;21%;17%;17%;19%;15%;18%;20%;19%;17%;20%
2048;20%;28%;31%;23%;26%;17%;26%;18%;18%;29%;33%;26%;30%;29%;23%;29%;37%;34%;28%;26%;32%;29%;29%;28%;21%;29%;25%;26%;16%;21%;23%;20%;32%;24%;21%;20%;34%;25%;29%;16%;16%;16%;18%;16%;17%;16%;18%;19%;24%;18%;26%;27%;17%;28%;25%;21%;21%;17%;17%;20%;16%;19%;20%;19%;18%;20%
2049;20%;28%;31%;23%;27%;18%;27%;19%;18%;30%;33%;26%;30%;29%;24%;30%;37%;34%;28%;26%;32%;29%;30%;28%;22%;29%;25%;27%;17%;21%;24%;20%;32%;25%;21%;20%;35%;26%;29%;16%;17%;16%;19%;16%;18%;17%;19%;20%;24%;18%;27%;27%;18%;28%;26%;22%;22%;18%;18%;20%;16%;19%;21%;20%;18%;21%
2050;21%;28%;31%;24%;27%;18%;27%;19%;19%;30%;33%;26%;30%;30%;24%;30%;37%;34%;28%;26%;32%;30%;30%;28%;22%;29%;25%;27%;17%;22%;24%;21%;33%;25%;21%;20%;35%;26%;29%;17%;17%;17%;19%;17%;18%;17%;19%;20%;25%;19%;27%;27%;18%;29%;26%;22%;22%;18%;18%;21%;17%;20%;21%;20%;19%;21%
2051;21%;29%;32%;24%;27%;19%;27%;20%;19%;30%;33%;27%;30%;30%;24%;30%;37%;34%;28%;27%;33%;30%;30%;29%;22%;30%;26%;27%;18%;22%;24%;21%;33%;25%;22%;21%;35%;26%;30%;17%;18%;17%;20%;17%;19%;18%;19%;21%;25%;19%;27%;28%;18%;29%;26%;22%;22%;19%;19%;21%;17%;20%;22%;20%;19%;21%
2052;22%;29%;32%;24%;28%;19%;28%;20%;20%;30%;33%;27%;31%;30%;25%;30%;37%;35%;29%;27%;33%;30%;30%;29%;23%;30%;26%;28%;18%;23%;25%;21%;33%;26%;22%;21%;35%;27%;30%;18%;18%;18%;20%;18%;19%;18%;20%;21%;25%;20%;27%;28%;19%;29%;27%;23%;23%;19%;19%;22%;18%;20%;22%;21%;20%;22%
2053;22%;29%;32%;25%;28%;20%;28%;20%;20%;31%;33%;27%;31%;30%;25%;31%;37%;35%;29%;27%;33%;30%;31%;29%;23%;30%;26%;28%;19%;23%;25%;22%;33%;26%;23%;22%;35%;27%;30%;18%;19%;19%;21%;18%;20%;19%;20%;22%;26%;20%;28%;28%;19%;30%;27%;23%;23%;20%;20%;22%;19%;21%;23%;21%;20%;22%
2054;22%;30%;32%;25%;28%;20%;28%;21%;21%;31%;34%;28%;31%;31%;26%;31%;37%;35%;29%;28%;33%;31%;31%;30%;24%;30%;27%;28%;19%;23%;25%;22%;33%;26%;23%;22%;35%;27%;30%;19%;19%;19%;21%;19%;20%;19%;21%;22%;26%;21%;28%;28%;20%;30%;27%;24%;24%;20%;20%;23%;19%;21%;23%;22%;21%;23%
