Data Figure 2.15b: Data series on regional composition of personal wealth (World Top 0.001%);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet K6g;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1888;6,3%;4,7%;0,7%;0,1%;0,2%;0,0%;0,0%;0,5%;0,0%;0,8%;0,0%;0,3%;0,2%;1,3%;0,8%;0,5%;0,1%;0,0%;0,4%;0,2%;0,7%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,4%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1889;6,4%;4,8%;0,7%;0,2%;0,2%;0,0%;0,0%;0,5%;0,0%;0,8%;0,0%;0,3%;0,2%;1,3%;0,9%;0,5%;0,1%;0,0%;0,4%;0,2%;0,7%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,4%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1890;6,3%;4,6%;0,8%;0,2%;0,2%;0,0%;0,0%;0,6%;0,0%;0,8%;0,0%;0,3%;0,2%;1,3%;0,8%;0,5%;0,1%;0,0%;0,4%;0,2%;0,7%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;;;;;;;;;;0,0%;;;;0,5%;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1891;6,5%;4,8%;0,8%;0,2%;0,2%;0,0%;0,0%;0,5%;0,0%;0,8%;0,0%;0,3%;0,3%;1,4%;0,8%;0,5%;0,1%;0,0%;0,4%;0,2%;0,7%;;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;;;;;;;;;;0,0%;;;;0,4%;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1892;6,3%;4,6%;0,8%;0,2%;0,2%;0,0%;0,0%;0,5%;0,0%;0,8%;0,0%;0,3%;0,3%;1,4%;0,6%;0,5%;0,1%;0,0%;0,4%;0,2%;0,7%;;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,3%;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1893;6,2%;4,6%;0,7%;0,2%;0,2%;0,0%;0,0%;0,5%;0,0%;0,8%;0,0%;0,3%;0,3%;1,4%;0,5%;0,5%;0,1%;0,0%;0,4%;0,2%;0,7%;;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,3%;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1894;6,1%;4,6%;0,7%;0,2%;0,2%;0,0%;0,0%;0,4%;0,0%;0,9%;0,0%;0,3%;0,3%;1,3%;0,4%;0,6%;0,1%;0,0%;0,5%;0,2%;0,7%;;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,2%;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1895;6,1%;4,6%;0,8%;0,2%;0,2%;0,0%;0,0%;0,4%;0,0%;0,9%;0,0%;0,3%;0,4%;1,2%;0,4%;0,6%;0,1%;0,0%;0,5%;0,2%;0,7%;;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,2%;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1896;6,1%;4,6%;0,8%;0,2%;0,2%;0,0%;0,0%;0,3%;0,0%;0,9%;0,0%;0,3%;0,4%;1,2%;0,4%;0,6%;0,1%;0,0%;0,5%;0,2%;0,7%;;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,1%;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1897;6,4%;5,0%;0,8%;0,2%;0,2%;0,0%;0,0%;0,2%;0,0%;0,9%;0,0%;0,3%;0,5%;1,5%;0,4%;0,6%;0,1%;0,0%;0,5%;0,2%;0,7%;;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,0%;0,2%;;;;;;;;;;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1898;6,1%;4,5%;1,0%;0,2%;0,2%;0,0%;0,0%;0,2%;0,0%;0,9%;0,0%;0,3%;0,4%;1,1%;0,4%;0,6%;0,1%;0,0%;0,5%;0,2%;0,9%;;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;;;;;;;;;;0,0%;;;;;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899;6,7%;5,2%;1,0%;0,2%;0,2%;0,0%;0,0%;0,2%;0,0%;0,9%;0,0%;0,3%;0,5%;1,7%;0,4%;0,6%;0,1%;0,0%;0,5%;0,2%;0,9%;;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;;;;;;;;;;0,0%;;;;;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;6,4%;4,8%;1,0%;0,2%;0,2%;0,0%;0,0%;0,2%;0,0%;1,0%;0,0%;0,2%;0,5%;1,4%;0,4%;0,5%;0,1%;0,0%;0,4%;0,2%;1,0%;;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;;;;;;;;;;0,0%;;;;;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1901;7,3%;5,7%;1,1%;0,2%;0,2%;0,0%;0,0%;0,2%;0,0%;0,9%;0,0%;0,2%;0,4%;2,4%;0,4%;0,5%;0,1%;0,0%;0,5%;0,2%;1,0%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;;;;;;;;;;0,0%;;;;;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902;6,4%;4,6%;1,3%;0,2%;0,2%;0,0%;0,0%;0,2%;0,0%;0,8%;0,0%;0,3%;0,3%;1,5%;0,4%;0,5%;0,1%;0,0%;0,4%;0,2%;1,2%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;;;;;;;;;;0,0%;;;;;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;6,4%;4,5%;1,3%;0,2%;0,2%;0,0%;0,0%;0,2%;0,0%;0,9%;0,0%;0,2%;0,4%;1,5%;0,4%;0,5%;0,1%;0,0%;0,4%;0,2%;1,2%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;;;;;;;;;;0,0%;;;;;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1904;6,3%;4,5%;1,2%;0,2%;0,2%;0,0%;0,0%;0,2%;0,0%;0,9%;0,0%;0,2%;0,7%;1,3%;0,3%;0,4%;0,1%;;0,4%;0,2%;1,1%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;;;;;;;;;;0,0%;;;;;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1905;6,4%;4,5%;1,4%;0,2%;0,2%;0,0%;0,0%;0,2%;0,0%;0,9%;0,0%;0,2%;0,6%;1,3%;0,4%;0,5%;0,1%;;0,4%;0,2%;1,4%;;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;;;;;;;;;;0,0%;;;;;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1906;6,8%;4,7%;1,5%;0,2%;0,2%;0,0%;0,0%;0,2%;0,0%;0,9%;0,0%;0,2%;0,5%;1,7%;0,3%;0,4%;0,1%;;0,4%;0,2%;1,4%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;;;;;;;;;;0,0%;;;;;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;6,7%;4,5%;1,7%;0,2%;0,2%;0,0%;0,0%;0,2%;0,0%;0,9%;0,0%;0,2%;0,4%;1,3%;0,5%;0,4%;0,1%;0,0%;0,4%;0,2%;1,6%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;;;;;;;;;;0,0%;;;;;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1908;6,6%;4,5%;1,5%;0,2%;0,2%;0,0%;0,0%;0,2%;0,0%;1,0%;0,0%;0,2%;0,4%;1,2%;0,6%;0,4%;0,1%;0,0%;0,4%;0,2%;1,4%;0,0%;0,1%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;;;;;;;;;;0,0%;;;;;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1909;6,7%;4,5%;1,6%;0,2%;0,2%;0,0%;0,0%;0,2%;0,0%;1,0%;0,0%;0,2%;0,4%;1,3%;0,6%;0,4%;0,1%;0,0%;0,4%;0,2%;1,5%;0,0%;0,1%;0,0%;;0,1%;0,0%;0,0%;0,0%;0,1%;0,1%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;;;;;;;;;;0,0%;;;;;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1910;6,6%;4,3%;1,6%;0,3%;0,2%;0,0%;0,0%;0,2%;0,0%;0,9%;0,0%;0,2%;0,4%;1,3%;0,3%;0,4%;0,1%;0,0%;0,4%;0,2%;1,5%;0,0%;0,1%;0,0%;;0,1%;0,0%;0,0%;0,0%;0,1%;0,1%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;;;;;;;;;;0,0%;;;;0,0%;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1911;6,4%;4,2%;1,5%;0,3%;0,2%;0,0%;0,0%;0,2%;0,0%;1,1%;0,0%;0,2%;0,4%;1,0%;0,4%;0,4%;0,1%;0,0%;0,4%;0,2%;1,5%;0,0%;0,0%;0,0%;;0,1%;0,1%;0,0%;0,0%;0,1%;0,1%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;;;;;;;;;;0,0%;;;;;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1912;6,3%;4,0%;1,6%;0,3%;0,2%;0,0%;0,0%;0,3%;0,0%;1,0%;0,0%;0,2%;0,5%;1,0%;0,4%;0,4%;0,1%;0,0%;0,4%;0,2%;1,5%;0,0%;0,0%;0,0%;;0,1%;0,1%;0,0%;0,0%;0,1%;0,1%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;;;;;;;;;;0,0%;;;;0,1%;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1913;6,2%;4,0%;1,3%;0,3%;0,2%;0,0%;0,0%;0,4%;0,0%;1,0%;0,0%;0,2%;0,5%;1,1%;0,3%;0,4%;0,1%;0,0%;0,3%;0,2%;1,3%;0,0%;0,0%;0,0%;;0,1%;0,0%;0,0%;0,0%;0,1%;0,1%;;0,0%;0,0%;0,0%;;0,0%;0,1%;0,0%;;;;;;;;;;0,0%;;;;0,2%;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1914;6,0%;3,4%;1,5%;0,2%;0,2%;0,0%;0,0%;0,8%;0,0%;0,8%;0,0%;0,2%;0,5%;0,5%;0,4%;0,4%;0,1%;0,0%;0,3%;0,1%;1,4%;;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;;;;;;;;;0,0%;;;;0,6%;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1915;6,8%;3,4%;2,1%;0,2%;0,2%;0,0%;0,0%;0,8%;0,0%;0,6%;0,0%;0,2%;0,4%;0,5%;0,7%;0,4%;0,1%;0,0%;0,3%;0,1%;2,1%;;0,0%;0,0%;;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;;;;;;;;;;0,0%;;;;0,5%;0,2%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1916;6,6%;3,1%;2,8%;0,2%;0,2%;0,0%;0,0%;0,3%;0,0%;0,5%;0,0%;0,1%;0,4%;0,4%;0,7%;0,4%;0,1%;0,0%;0,3%;0,1%;2,7%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,0%;0,2%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1917;5,7%;2,8%;1,5%;0,3%;0,2%;0,0%;0,0%;0,9%;0,0%;0,4%;0,0%;0,1%;0,4%;0,5%;0,6%;0,4%;0,1%;0,0%;0,3%;;1,5%;0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;;;;;;;0,0%;;;;0,6%;0,3%;;0,0%;0,0%;;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1918;5,1%;2,7%;1,0%;0,3%;0,2%;0,0%;0,0%;0,9%;0,1%;0,4%;0,0%;0,1%;0,4%;0,6%;0,5%;0,3%;0,1%;0,0%;0,3%;0,0%;0,9%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;0,0%;;;;0,0%;;;;0,7%;0,3%;;0,0%;0,0%;;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1919;5,0%;2,6%;0,8%;0,3%;0,2%;0,0%;0,0%;1,0%;0,1%;0,3%;0,0%;0,1%;0,4%;0,6%;0,5%;0,3%;0,1%;0,0%;0,3%;;0,7%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;;0,0%;;;;0,0%;;;;0,7%;0,3%;;0,0%;0,0%;0,0%;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1920;4,6%;2,4%;0,4%;0,4%;0,2%;0,1%;0,0%;1,0%;0,1%;0,3%;0,0%;0,1%;0,4%;0,5%;0,3%;0,4%;0,1%;0,0%;0,2%;;0,3%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;;;;0,7%;0,3%;;0,0%;0,0%;0,0%;;;;0,0%;0,0%;0,0%;;0,1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1921;4,4%;2,3%;0,5%;0,3%;0,2%;0,1%;0,0%;0,9%;0,1%;0,2%;0,0%;0,1%;0,3%;0,8%;0,2%;0,4%;0,1%;0,0%;0,2%;;0,4%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;;;;0,6%;0,3%;;0,0%;0,0%;0,0%;;;;0,0%;0,0%;0,0%;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1922;4,5%;2,2%;0,8%;0,3%;0,2%;0,1%;0,0%;0,9%;0,1%;0,1%;0,0%;0,1%;0,3%;0,7%;0,2%;0,4%;0,1%;0,0%;0,2%;;0,8%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;0,6%;0,3%;;0,0%;0,0%;;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1923;4,5%;2,2%;0,6%;0,4%;0,2%;0,1%;0,0%;0,9%;0,1%;0,0%;0,0%;0,1%;0,3%;0,9%;0,2%;0,4%;0,1%;0,0%;0,2%;;0,6%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;;0,0%;0,0%;;;0,0%;;;;0,6%;0,3%;;0,0%;0,0%;0,0%;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1924;4,3%;2,0%;0,8%;0,4%;0,2%;0,1%;0,0%;0,9%;0,1%;;0,0%;0,1%;0,2%;0,8%;0,2%;0,4%;0,1%;0,0%;0,2%;;0,7%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;0,6%;0,3%;;0,0%;0,0%;0,0%;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1925;4,6%;1,9%;1,2%;0,4%;0,2%;0,1%;0,0%;0,8%;0,1%;0,1%;0,0%;0,1%;0,1%;1,0%;0,1%;0,4%;0,1%;0,0%;0,1%;;1,1%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;0,5%;0,3%;;0,0%;0,0%;;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1926;4,5%;1,8%;1,3%;0,3%;0,2%;0,1%;0,0%;0,8%;0,1%;0,1%;0,0%;0,1%;0,2%;0,7%;0,1%;0,4%;0,1%;0,0%;0,1%;;1,3%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;0,5%;0,3%;;0,0%;0,0%;;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1927;4,8%;1,9%;1,7%;0,3%;0,2%;0,1%;0,0%;0,6%;0,1%;0,2%;0,0%;0,1%;0,2%;0,8%;0,1%;0,4%;0,0%;0,0%;0,1%;;1,6%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;0,3%;0,2%;;0,0%;0,0%;;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1928;5,1%;1,7%;2,5%;0,4%;0,2%;0,1%;0,0%;0,3%;0,1%;0,2%;0,0%;0,1%;0,2%;0,6%;0,1%;0,3%;0,0%;0,0%;0,1%;;2,5%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;;0,2%;;0,0%;0,0%;;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1929;5,3%;1,5%;2,9%;0,3%;0,2%;0,1%;0,0%;0,3%;0,1%;0,2%;0,0%;0,1%;0,2%;0,5%;0,1%;0,3%;0,0%;0,0%;0,1%;;2,8%;0,0%;0,0%;0,0%;0,0%;0,1%;0,1%;0,0%;0,0%;0,0%;0,1%;0,0%;0,0%;0,0%;0,0%;;0,0%;0,0%;0,0%;0,0%;;;0,0%;;0,0%;0,0%;;;0,0%;;;;;0,2%;;0,0%;0,0%;;;;;;0,0%;;;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
