Data Figure 2.15a: Data series on regional composition of  personal wealth  (World Bottom 50%);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sheet extracted from Platform Paper: Botheetal2026AppendixDistribution.xlsx sheet K6b;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;World;Europe;North America/ Oceania;Latin America;Middle East/North Africa;Subsaharan Africa;Russia/ Central Asia;East Asia;South & South-East Asia;DE   ;DK;ES;FR;GB;IT;NL;NO;SE;OC;QM;US;CA;AU;NZ;OH;AR;BR;CL;CO;MX;OD;AE;DZ;EG;IR;MA;SA;TR;OE;CD;CI;ET;KE;ML;NE;NG;RW;SD;ZA;OJ;RU;OA;CN;JP;KR;TW;OB;BD;IN;ID;MM;PK;PH;TH;VN;OI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1926;3,1%;0,2%;0,1%;0,1%;0,1%;0,2%;0,3%;1,5%;0,8%;0,1%;0,0%;-0,0%;0,0%;0,1%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;-0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,2%;0,1%;1,4%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,5%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1927;3,0%;0,1%;0,1%;0,1%;0,1%;0,2%;0,3%;1,4%;0,7%;0,1%;0,0%;-0,0%;0,0%;0,1%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,3%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,5%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1928;2,8%;0,2%;0,1%;0,1%;0,1%;0,1%;0,3%;1,3%;0,6%;0,1%;0,0%;-0,0%;0,1%;0,1%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,2%;0,1%;1,3%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,4%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1929;2,7%;0,1%;0,1%;0,1%;0,1%;0,2%;0,3%;1,3%;0,6%;0,1%;0,0%;-0,0%;0,0%;0,1%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,2%;0,1%;1,3%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,4%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1930;2,8%;0,1%;0,1%;0,1%;0,1%;0,2%;0,3%;1,4%;0,6%;0,1%;0,0%;-0,0%;0,0%;0,1%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,2%;0,1%;1,3%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,3%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1931;2,8%;0,1%;0,1%;0,1%;0,1%;0,2%;0,3%;1,4%;0,6%;0,1%;0,0%;-0,0%;0,0%;0,1%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;-0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,2%;0,1%;1,3%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,4%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1932;2,7%;0,1%;0,1%;0,1%;0,1%;0,2%;0,2%;1,3%;0,6%;0,1%;0,0%;-0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;;-0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,3%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,3%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1933;2,4%;0,0%;0,1%;0,1%;0,1%;0,1%;0,2%;1,3%;0,5%;0,1%;0,0%;-0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,3%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1934;2,5%;0,1%;0,1%;0,1%;0,1%;0,1%;0,2%;1,4%;0,5%;0,1%;0,0%;-0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1935;2,5%;0,0%;0,1%;0,1%;0,1%;0,1%;0,2%;1,3%;0,5%;0,1%;0,0%;-0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1936;2,5%;0,1%;0,1%;0,1%;0,1%;0,1%;0,2%;1,2%;0,6%;0,1%;0,0%;-0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,2%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1937;2,6%;0,1%;0,0%;0,1%;0,1%;0,1%;0,2%;1,3%;0,6%;0,1%;0,0%;-0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,3%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1938;2,4%;0,0%;0,0%;0,1%;0,1%;0,1%;0,2%;1,2%;0,7%;0,1%;0,0%;-0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1939;2,3%;0,0%;0,0%;0,1%;0,0%;0,1%;0,2%;1,1%;0,7%;0,1%;0,0%;-0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;-0,0%;0,0%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1940;2,2%;0,0%;0,1%;0,1%;0,0%;0,1%;0,2%;1,1%;0,5%;0,1%;0,0%;-0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1941;2,3%;0,0%;0,1%;0,1%;0,1%;0,1%;0,2%;1,1%;0,7%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;-0,0%;0,1%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1942;2,2%;0,0%;0,1%;0,1%;0,1%;0,1%;0,2%;1,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1943;2,2%;0,1%;0,1%;0,1%;0,1%;0,1%;0,2%;1,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1944;2,1%;0,1%;0,0%;0,1%;0,1%;0,1%;0,2%;1,0%;0,5%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1945;2,1%;0,1%;0,0%;0,1%;0,1%;0,1%;0,2%;1,0%;0,5%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,2%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1946;2,3%;0,1%;0,0%;0,1%;0,1%;0,2%;0,2%;1,1%;0,5%;0,1%;0,0%;0,0%;0,1%;0,0%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1947;2,3%;0,1%;0,0%;0,1%;0,1%;0,2%;0,2%;1,0%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1948;2,4%;0,1%;0,0%;0,1%;0,1%;0,2%;0,2%;1,1%;0,7%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1949;2,4%;0,1%;0,1%;0,1%;0,1%;0,2%;0,2%;1,1%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1950;2,3%;0,0%;0,1%;0,1%;0,1%;0,1%;0,2%;1,0%;0,7%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1951;2,6%;0,1%;0,1%;0,1%;0,1%;0,2%;0,2%;1,2%;0,7%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1952;2,6%;0,0%;0,1%;0,1%;0,1%;0,2%;0,2%;1,1%;0,8%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,6%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1953;2,7%;0,1%;0,1%;0,2%;0,1%;0,2%;0,2%;1,1%;0,8%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,1%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1954;2,4%;0,0%;0,1%;0,1%;0,1%;0,1%;0,2%;1,0%;0,8%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;0,9%;0,0%;0,0%;0,0%;0,0%;0,0%;0,5%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1955;2,3%;0,0%;0,1%;0,1%;0,1%;0,1%;0,2%;1,1%;0,7%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1956;2,4%;0,0%;0,1%;0,1%;0,1%;0,2%;0,2%;1,1%;0,6%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,3%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1957;2,3%;0,0%;0,1%;0,1%;0,1%;0,2%;0,2%;1,1%;0,6%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,1%;;-0,0%;-0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,1%;-0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;-0,0%;0,1%;0,1%;0,1%;1,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,4%;0,1%;0,0%;0,0%;0,0%;0,0%;0,0%;0,0%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
